Date,Symbol,Company Name,DealId,Employees,Total Offering Expense,Shareholder Shares Offered,Shares Outstanding,Lockup Period (days),Quiet Period (days),CIK,Exchange,Exchange Group,Price,Shares,filing,price offer,close price
1/26/18,AGS,"PlayAGS, Inc.",922703-85631,550,"$4,045,056.00 ",--,"33,628,788",180,40,1593548,NYSE,NYSE,16,"10,250,000",S1,16,18.5
4/17/14,SABR,Sabre Corp,925028-74446,10000,"$6,731,872.00 ",--,"258,535,164",180,40,1597033,NASDAQ SmallCap Market,NASDAQ,16,"39,200,000",S1,16,16.5
7/25/14,WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",931265-75042,3700,"$6,124,831.00 ","9,210,526","52,748,211",180,40,1604028,NYSE,NYSE,16,"14,500,000",S1,16,16.15
10/1/14,VSLR,"Vivint Solar, Inc.",943173-76288,2288,"$8,800,000.00 ",--,"105,303,122",180,40,1607716,NYSE,NYSE,16,"20,600,000",S1,16,16.01
5/3/18,INSP,"Inspire Medical Systems, Inc.",936047-86518,121,"$2,700,000.00 ",--,"20,240,719",180,40,1609550,NYSE,NYSE,16,"6,750,000",S1,16,24.98
10/30/14,BOOT,"Boot Barn Holdings, Inc.",937806-76585,1800,"$2,908,859.00 ",--,"24,929,350",180,40,1610250,NYSE,NYSE,16,"5,000,000",S1,16,17.45
12/12/14,HDP,"Hortonworks, Inc.",949081-76930,524,"$3,700,000.00 ",--,"41,617,451",180,40,1610532,NASDAQ National Market,NASDAQ,16,"6,250,000",S1,16,26.38
4/15/15,CDTX,"Cidara Therapeutics, Inc.",937299-77871,33,"$2,800,000.00 ",--,"13,494,118",180,40,1610618,NASDAQ National Market,NASDAQ,16,"4,800,000",S1,16,16
1/29/15,FLKS,"Salarius Pharmaceuticals, Inc.",941446-77330,15,"$1,883,134.00 ",--,"17,805,409",180,40,1615219,NASDAQ National Market,NASDAQ,16,"5,400,000",S1,16,14.95
9/30/16,NTNX,"Nutanix, Inc.",944166-80050,1980,"$5,900,000.00 ",--,"14,870,000",180,40,1618732,NASDAQ Global Select,NASDAQ,16,"14,870,000",S1,16,37
10/27/17,MBIN,Merchants Bancorp,953553-84840,157,"$1,431,079.00 ",--,"27,747,667",180,40,1629019,NASDAQ Capital,NASDAQ,16,"6,250,000",S1,16,16.8
11/11/15,WVE,Wave Life Sciences Ltd.,956413-79562,28,"$3,600,000.00 ",--,"20,933,297",180,40,1631574,NASDAQ National Market,NASDAQ,16,"6,375,000",S1,16,16
8/6/15,AIMT,"Aimmune Therapeutics, Inc.",961088-78894,21,"$3,500,000.00 ",--,"40,679,538",180,40,1631650,NASDAQ National Market,NASDAQ,16,"10,000,000",S1,16,24.1
8/6/15,PLNT,"Planet Fitness, Inc.",968589-78763,842,"$5,766,975.00 ","4,377,343","35,229,587",180,40,1637207,NYSE,NYSE,16,"13,500,000",S1,16,16
7/16/15,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",967922-78686,5000,"$3,099,000.00 ",--,"57,124,490",180,40,1639300,NASDAQ National Market,NASDAQ,16,"8,925,000",S1,16,21.15
1/27/17,JNCE,"Jounce Therapeutics, Inc.",963995-82496,85,"$1,938,256.00 ",--,"31,167,026",180,40,1640455,NASDAQ Global Select,NASDAQ,16,"6,365,000",S1,16,17.25
6/26/20,ACI,"Albertsons Companies, Inc.",970028-91876,270000,"$10,706,939.32 ","50,000,000","479,026,753",180,40,1646972,NYSE,NYSE,16,"50,000,000",S1,16,15.45
6/12/20,PCVX,"Vaxcyte, Inc.",971386-92547,43,"$3,000,000.00 ",--,"48,385,771",180,40,1649094,NASDAQ Global Select,NASDAQ,16,"15,625,000",S1,16,26.15
2/3/16,EDIT,"Editas Medicine, Inc.",973356-80107,55,"$3,200,000.00 ",--,"35,699,538",180,40,1650664,NASDAQ National Market,NASDAQ,16,"5,900,000",S1,16,18.2
9/27/18,ARVN,"ARVINAS, INC.",978014-87775,72,"$3,100,000.00 ",--,"32,158,748",180,40,1655759,NASDAQ Global Select,NASDAQ,16,"7,500,000",S1,16,16.05
7/10/20,PSTX,"Poseida Therapeutics, Inc.",982447-92848,149,"$3,500,000.00 ",--,"61,815,886",180,40,1661460,NASDAQ Global Select,NASDAQ,16,"14,000,000",S1,16,15.35
3/28/18,FIXX,Q32 Bio Inc.,983342-86199,67,"$2,865,000.00 ",--,"36,080,819",180,40,1661998,NASDAQ Global Select,NASDAQ,16,"9,000,000",S1,16,18.66
4/8/20,KROS,"Keros Therapeutics, Inc.",993374-91949,23,"$2,600,000.00 ",--,"19,189,391",180,40,1664710,NASDAQ Global,NASDAQ,16,"6,000,000",S1,16,20.08
6/10/16,ATKR,Atkore Inc.,988705-80469,3200,"$6,500,000.00 ","12,000,000","62,458,367",180,40,1666138,NYSE,NYSE,16,"12,000,000",S1,16,16
6/28/18,FTSV,"Forty Seven, Inc.",988507-87049,46,"$3,500,000.00 ",--,"29,960,103",180,40,1667633,NASDAQ Global,NASDAQ,16,"7,035,000",S1,16,15.05
7/21/17,PETQ,"PetIQ, Inc.",1026600-84034,202,"$4,204,991.73 ",--,"12,285,083",180,40,1668673,NASDAQ Global Select,NASDAQ,16,"6,250,000",S1,16,23.25
7/28/16,KNSL,"Kinsale Capital Group, Inc.",998260-81254,145,"$2,553,177.00 ","1,600,000","20,968,707",180,40,1669162,NASDAQ National Market,NASDAQ,16,"6,600,000",S1,16,18.35
3/12/20,IMRA,"Enliven Therapeutics, Inc.",992786-91697,20,"$3,977,523.00 ",--,"16,575,465",180,40,1672619,NASDAQ Global Select,NASDAQ,16,"4,700,000",S1,16,15
6/21/18,APTX,Aptinyx Inc.,995000-86957,64,"$3,000,438.00 ",--,"32,536,225",180,40,1674365,NASDAQ Global Select,NASDAQ,16,"6,399,999",S1,16,22.2
7/18/19,FULC,"Fulcrum Therapeutics, Inc.",999885-89960,62,"$2,900,000.00 ",--,"23,340,014",180,40,1680581,NASDAQ Global,NASDAQ,16,"4,500,000",S1,16,13.5
6/27/18,NTGN,"Neon Therapeutics, Inc.",1012432-87031,84,"$3,350,000.00 ",--,"28,199,264",180,40,1694187,NASDAQ Global Select,NASDAQ,16,"6,250,000",S1,16,15
5/9/18,EVLO,"Evelo Biosciences, Inc.",1012971-86571,59,"$3,200,000.00 ",--,"31,870,854",180,40,1694665,NASDAQ Global Select,NASDAQ,16,"5,312,500",S1,16,16.25
6/27/18,LOVE,Lovesac Co,1020294-86612,441,"$1,364,622.00 ",--,"12,926,921",180,40,1701758,NASDAQ Global,NASDAQ,16,"3,500,000",S1,16,23.99
1/26/18,SLDB,Solid Biosciences Inc.,1041204-85714,60,"$3,800,000.00 ",--,"33,338,522",180,40,1707502,NASDAQ Global Select,NASDAQ,16,"7,812,500",S1,16,22.62
3/16/18,ZS,"Zscaler, Inc.",1046093-86065,950,"$5,500,000.00 ",--,"117,331,507",180,40,1713683,NASDAQ Global Select,NASDAQ,16,"12,000,000",S1,16,33
1/26/18,TORC,"Adicet Bio, Inc.",1041240-85723,7,"$1,500,000.00 ",--,"27,196,315",180,40,1720580,NASDAQ Global Select,NASDAQ,15,"5,666,667",S1,16,16.63
10/31/19,OYST,"Oyster Point Pharma, Inc.",1035777-90780,18,"$3,000,000.00 ",--,"20,612,307",180,40,1720725,NASDAQ Global Select,NASDAQ,16,"5,000,000",S1,16,18.78
9/21/18,YMAB,"Y-mAbs Therapeutics, Inc.",1062720-87720,29,"$4,400,000.00 ",--,"33,293,666",180,40,1722964,NASDAQ Global Select,NASDAQ,16,"6,000,000",S1,16,24
2/8/19,GOSS,"Gossamer Bio, Inc.",1043108-88658,105,"$3,665,000.00 ",--,"63,276,910",180,40,1728117,NASDAQ Global Select,NASDAQ,16,"17,250,000",S1,16,17.94
8/3/18,ARLO,"Arlo Technologies, Inc.",1058324-87325,319,"$7,379,993.00 ",--,"72,715,000",180,40,1736946,NYSE,NYSE,16,"10,215,000",S1,16,22.1
6/20/19,AKRO,"Akero Therapeutics, Inc.",1072312-89763,10,"$2,472,451.00 ",--,"27,045,122",180,40,1744659,NASDAQ Global Select,NASDAQ,16,"5,750,000",S1,16,18.32
10/7/21,THRX,"Theseus Pharmaceuticals, Inc.",1057835-99324,14,"$3,900,000.00 ",--,"37,530,660",180,40,1745020,NASDAQ Global Select,NASDAQ,16,"10,000,200",S1,16,18.11
6/3/20,PLRX,"PLIANT THERAPEUTICS, INC.",1059589-92376,62,"$4,938,000.00 ",--,"34,201,346",180,40,1746473,NASDAQ Global Select,NASDAQ,16,"9,000,000",S1,16,21.3
5/2/19,TMDX,"TransMedics Group, Inc.",1082087-89374,92,"$5,900,000.00 ",--,"20,236,097	",180,40,1756262,NASDAQ Global,NASDAQ,16,"5,690,000",S1,16,22.36
5/3/19,SCPL,SciPlay Corp,1082012-89370,390,"$10,000,000.00 ",--,"22,000,000",180,40,1760717,NASDAQ Global Select,NASDAQ,16,"22,000,000",S1,16,15.25
4/29/21,EDR,"Endeavor Group Holdings, Inc.",1086443-96977,6400,"$12,658,442.00 ",--,"253,750,271",180,40,1766363,NYSE,NYSE,24,"21,300,000",S1,16,16.45
6/28/19,KRTX,"Karuna Therapeutics, Inc.",1087084-89807,16,"$2,300,000.00 ",--,"22,576,036",180,40,1771917,NASDAQ Global,NASDAQ,16,"5,578,124",S1,16,20.02
8/1/19,DT,"Dynatrace, Inc.",1090139-90086,1981,"$5,000,000.00 ","1,609,612","275,537,939",180,40,1773383,NYSE,NYSE,16,"35,609,612",S1,16,23.85
11/11/19,ETNB,"89bio, Inc.",1098419-90817,14,"$2,400,000.00 ",--,"12,993,279",180,42,1785173,NASDAQ Global,NASDAQ,16,"5,304,687",S1,16,20.8
4/24/20,ORIC,"Oric Pharmaceuticals, Inc.",1111056-91822,57,"$2,850,000.00 ",--,"28,792,407",180,40,1796280,NASDAQ Global Select,NASDAQ,16,"7,500,000",S1,16,25.77
7/22/21,INST,"INSTRUCTURE HOLDINGS, INC.",1166001-98227,1110,"$5,053,716.00 ",--,"138,500,000",180,40,1841804,NYSE,NYSE,20,"12,500,000",S1,16,18
11/12/21,DERM,Journey Medical Corp,1178185-100837,82,"$550,385.63 ",--,"16,441,244",180,40,1867066,NASDAQ Capital,NASDAQ,10,"3,520,000",S1,16,15.55
7/18/24,ARDT,"Ardent Health, Inc.",1070996-110580,24200,"$9,500,000.00 ",--,"140,963,328",180,40,1756655,NYSE,NYSE,16,"12,000,000",S1,16,16.06
9/13/24,MBX,"MBX Biosciences, Inc.",1085301-111217,36,"$3,750,000.00 ",--,"31,853,698",180,40,1776111,NASDAQ Global Select,NASDAQ,16,"10,200,000",S1,16,23.65
6/28/24,ALMS,ALUMIS INC.,1147940-110414,109,"$5,000,000.00 ",--,"51,844,729",180,40,1847367,NASDAQ Global Select,NASDAQ,16,"13,125,000",S1,16,13.3
4/5/24,CTNM,"Contineum Therapeutics, Inc.",1289837-109466,31,"$2,490,000.00 ",--,"23,397,452",180,40,1855175,NASDAQ Global Select,NASDAQ,16,"6,875,000",S1,16,15.4
2/2/24,ANRO,"Alto Neuroscience, Inc.",1277856-108798,63,"$4,465,000.00 ",--,"25,574,360",180,40,1999480,NYSE,NYSE,16,"8,040,000",S1,16,20.7
11/8/07,NPD,China Nepstar Chain Drugstore Ltd.,759635-56443,11878,--,--,"206,250,000",180,25,1414850,NYSE,NYSE,16.2,"20,625,000",F1,16.2,17.5
5/6/05,CNTF,China Techfaith Wireless Communication Technology LTD,669887-44017,890,"$3,690,074.00 ","2,583,912","8,726,957",180,25,1316317,NASDAQ National Market,NASDAQ,16.25,"8,726,957",F1,16.25,15.32
10/10/07,TGH,TEXTAINER GROUP HOLDINGS LTD,757850-56226,147,"$2,447,555.00 ",0,"47,604,640",180,26,1413159,NYSE,NYSE,16.5,"9,000,000",F1,16.5,17
11/7/07,GRO,AGRIA CORP,759760-56451,518,"$5,293,033.00 ","5,150,000","17,150,000",180,26,1413257,NYSE,NYSE,16.5,"17,150,000",F1,16.5,12.06
9/28/10,CCSC,"Country Style Cooking Restaurant Chain Co., Ltd.",836672-65111,4773,"$2,861,260.00 ",--,"100,080,000",180,41,1499934,NYSE,NYSE,16.5,"5,000,000",F1,16.5,24.3
11/6/13,WIX,Wix.com Ltd.,916877-73633,452,--,"1,987,554","36,601,064",180,40,1576789,NASDAQ National Market,NASDAQ,16.5,"7,700,000",F1,16.5,16.31
12/14/18,QFIN,"Qifu Technology, Inc.",1068009-88221,691,"$3,839,420.00 ",--,"3,100,000",180,40,1741530,NASDAQ,NASDAQ,16.5,"3,100,000",F1,16.5,16.5
6/12/20,BNR,Burning Rock Biotech Ltd,1118011-92531,753,"$3,878,000.00 ",--,"13,500,000",180,40,1792267,NASDAQ Global,NASDAQ,16.5,"13,500,000",F1,16.5,24.63
11/27/24,GRO,Brazil Potash Corp.,811971-111180,29,"$5,457,195.00 ",--,"38,337,967",180,40,1472326,NYSE MKT,NYSE,15,"2,000,000",F1,16.5,12.06
10/11/00,WHES,W-H ENERGY SERVICES INC,46192-5669,921,"$1,500,000.00 ",--,"22,059,336",180,26,1051034,NASDAQ National Market,NASDAQ,16.5,"10,000,000",S1,16.5,14.25
8/2/00,EVC,ENTRAVISION COMMUNICATIONS CORP,75466-2556,1050,"$4,460,019.00 ",--,"108,388,002",180,26,1109116,NYSE,NYSE,16.5,"46,000,000",S1,16.5,19
12/13/06,IPGP,IPG PHOTONICS CORP,81515-51141,1000,"$2,400,000.00 ","2,758,621","42,880,267",180,26,1111928,NASDAQ National Market,NASDAQ,16.5,"9,000,000",S1,16.5,25.6
3/14/02,ABG,ASBURY AUTOMOTIVE GROUP INC,88928-14346,7725,"$4,000,000.00 ","3,200,000","34,000,000",180,25,1144980,NYSE,NYSE,16.5,"7,700,000",S1,16.5,16.8
6/28/07,SCOR,"COMSCORE, INC.",142143-53968,377,"$3,000,000.00 ","300,000","27,385,274",180,25,1158172,NASDAQ National Market,NASDAQ,16.5,"5,300,000",S1,16.5,23.47
5/21/02,CPSI,"TruBridge, Inc.",103545-28809,559,"$1,113,924.00 ","1,800,000","10,488,000",180,27,1169445,NASDAQ National Market,NASDAQ,16.5,"3,000,000",S1,16.5,18.12
10/16/02,TAYC,TAYC CAPITAL TRUST I,111104-29806,552,"$1,500,000.00 ","525,000","9,091,779",180,26,1174249,NASDAQ National Market,NASDAQ,16.5,"2,775,000",S1,16.5,16.95
1/27/05,OXPS,"optionsXpress Holdings, Inc.",653315-41799,116,"$1,600,000.00 ","7,000,000","61,494,306",180,25,1299688,NASDAQ National Market,NASDAQ,16.5,"12,000,000",S1,16.5,20.3
5/10/05,NSE,New Skies Satellites Holdings Ltd.,662133-43087,219,"$6,000,000.00 ",--,"30,603,664",180,27,1314822,NYSE,NYSE,16.5,"11,900,000",S1,16.5,16.58
10/19/06,SUSS,Susser Holdings CORP,708519-49856,4035,"$1,700,000.00 ",--,"15,849,162",180,25,1361709,NASDAQ National Market,NASDAQ,16.5,"6,500,000",S1,16.5,18
12/14/06,WSFG,"WSB Financial Group, Inc.",719733-51386,118,"$594,260.00 ",--,"5,184,026",180,25,1372791,NASDAQ National Market,NASDAQ,16.5,"2,300,000",S1,16.5,18.7
7/24/08,SOLR,GT Advanced Technologies Inc.,742157-54289,305,"$3,970,000.00 ","30,300,000","142,389,994",180,25,1394954,NASDAQ National Market,NASDAQ,16.5,"30,300,000",S1,16.5,14.59
5/9/08,WES,"Western Midstream Operating, LP",759348-56412,0,"$5,000,000.00 ",--,"26,536,306",180,25,1414475,NYSE,NYSE,16.5,"18,750,000",S1,16.5,16.5
11/20/09,ARCL,"Archipelago Learning, Inc.",811298-61966,233,"$3,800,000.00 ","3,125,000","25,106,719",180,25,1470699,NASDAQ National Market,NASDAQ,16.5,"6,250,000",S1,16.5,18.77
12/17/14,RMP,Rice Midstream Partners LP,948866-76900,0,"$2,500,000.00 ",--,"28,753,623",180,40,1620928,NYSE,NYSE,16.5,"25,000,000",S1,16.5,16.3
10/4/24,FLX,BingEx Ltd,1308415-111441,1033,"$5,500,000.00 ",--,"4,000,000",180,40,1858724,NASDAQ Global Select,NASDAQ,16.5,"4,000,000",F1,16.5,18.01
10/21/04,SHO,"Sunstone Hotel Investors, Inc.",642031-40327,6425,"$5,200,000.00 ",--,"38,218,188",180,25,1295810,NYSE,NYSE,17,"21,100,000",0,17,17
10/1/04,NEW,NEW CENTURY FINANCIAL CORP,632148-39060,4600,"$3,500,000.00 ",--,"47,567,884",180,25,1287286,NYSE,NYSE,58,"13,500,000",0,17,21
10/27/05,CSA,"TH Merger Company, LLC",682510-45886,75,"$3,800,000.00 ",--,"7,700,374",180,25,1332896,NYSE,NYSE,17,"5,800,000",0,17,17
6/24/10,HPP,"Hudson Pacific Properties, Inc.",821535-63372,60,"$7,045,976.00 ",--,"22,908,037",180,25,1482512,NYSE,NYSE,17,"12,800,000",0,17,17.4
9/29/16,MRT,"MedEquities Realty Trust, Inc.",942036-79230,11,"$5,100,000.00 ","925,333","30,250,010",180,40,1616314,NYSE,NYSE,12,"19,925,333",0,17,17.9
5/15/19,PSTL,"Postal Realty Trust, Inc.",1081647-89352,0,"$6,764,688.00 ",--,"5,285,588",180,40,1759774,NYSE,NYSE,17,"4,500,000",0,17,17
6/24/04,GOL,Gol Intelligent Airlines Inc.,637897-39779,2572,"$1,177,144.00 ","5,450,000","189,118,977",180,25,1291733,NYSE,NYSE,17,"11,898,000",F1,17,18.22
12/15/04,NCTY,The9 LTD,656308-42262,491,--,--,"6,075,000",180,26,1296774,NASDAQ National Market,NASDAQ,17,"6,075,000",F1,17,21
3/18/05,DSX,DIANA SHIPPING INC.,665935-43524,158,"$2,000,000.00 ",--,"40,000,000",180,25,1318885,NYSE,NYSE,17,"12,375,000",F1,17,17.3
7/13/05,FMCN,Focus Media Holding LTD,676890-45045,1111,--,"3,100,000","10,100,000",180,26,1330017,NASDAQ National Market,NASDAQ,17,"10,100,000",F1,17,20.2
4/7/06,ONAV,"Omega Navigation Enterprises, Inc.",702558-49025,6,"$3,000,000.00 ",--,"12,010,000",180,25,1324915,NASDAQ National Market,NASDAQ,17,"8,695,747",F1,17,16
4/26/07,EDN,EDENOR,740251-54026,2460,"$3,680,837.00 ","11,422,550",--,180,25,1395213,NYSE,NYSE,17,"15,164,795",F1,17,17.65
7/15/10,SMT,SMART Technologies Inc.,831543-64546,1632,"$6,730,096.00 ","30,030,000","44,308,596",180,40,1489147,NASDAQ National Market,NASDAQ,17,"38,830,000",F1,17,17.05
4/14/11,ARCO,Arcos Dorados Holdings Inc.,851067-66667,86002,"$4,330,093.00 ","63,954,752","129,529,412",180,40,1508478,NYSE,NYSE,17,"73,484,164",F1,17,21.2
10/5/12,FLTX,Fleetmatics Group Ltd,888051-70588,446,--,"1,562,500","34,418,867",180,40,1526160,NYSE,NYSE,17,"7,812,500",F1,17,22.3
5/3/13,QIWI,QIWI,903038-72109,1013,"$5,983,882.00 ","12,500,000","12,500,000",180,40,1561566,NASDAQ National Market,NASDAQ,17,"12,500,000",F1,17,17.08
6/26/13,LXFT,"Luxoft Holding, Inc",907152-72585,5846,--,"2,046,035","5,166,710",180,40,1538375,NYSE,NYSE,17,"4,092,070",F1,17,20.3
10/31/13,WUBA,58.com Inc.,916607-73589,5254,"$3,847,000.00 ",--,"11,000,000",180,40,1525494,NYSE,NYSE,17,"11,000,000",F1,17,24.12
12/11/13,ATHM,Autohome Inc.,919265-73861,1092,"$6,722,116.00 ",--,"7,820,000",180,40,1527636,NYSE,NYSE,17,"7,820,000",F1,17,30.07
2/5/14,QURE,uniQure N.V.,923467-74323,87,"$3,500,000.00 ",--,"17,594,906",180,40,1590560,NASDAQ National Market,NASDAQ,17,"5,400,000",F1,17,14.61
4/14/14,WB,WEIBO Corp,929845-74897,2043,"$3,856,785.60 ",--,"16,800,000",180,42,1595761,NASDAQ National Market,NASDAQ,17,"16,800,000",F1,17,20.24
5/6/15,ADAP,Adaptimmune Therapeutics PLC,946117-78061,106,"$2,200,000.00 ",--,"70,785,317",180,40,1621227,NASDAQ National Market,NASDAQ,17,"11,250,000",F1,17,16
2/1/18,CAAP,CORPORACION AMERICA AIRPORTS S.A.,1039182-85513,6076,"$10,093,943.00 ","16,666,667","160,022,262",180,40,1717393,NYSE,NYSE,17,"28,571,429",F1,17,16.4
6/22/18,AUTL,Autolus Therapeutics plc,1052924-86780,126,"$5,600,000.00 ",--,"38,786,214",180,40,1730463,NASDAQ Global Select,NASDAQ,17,"8,823,530",F1,17,25
6/15/18,NEW,Puxin Ltd,1054133-86915,8431,"$5,040,232.00 ",--,"7,200,000",180,40,1726189,NYSE,NYSE,17,"7,200,000",F1,17,21
5/17/19,LK,Luckin Coffee Inc.,1083391-89499,16645,"$6,366,788.60 ",--,"36,891,864",180,40,1767582,NASDAQ Global Select,NASDAQ,17,"33,000,000",F1,17,20.38
10/25/19,DAO,"Youdao, Inc.",1097335-90732,1142,"$3,635,722.89 ",--,"22,635,396",180,40,1781753,NYSE,NYSE,17,"5,600,000",F1,17,12.5
11/5/19,QK,XChange TEC.INC,1097955-90787,1222,"$4,370,770.00 ",--,"2,700,000",180,41,1769256,NASDAQ Global,NASDAQ,17,"2,700,000",F1,17,17.64
5/8/20,KC,Kingsoft Cloud Holdings Ltd,1115099-92173,1841,"$5,461,256.00 ",--,"205,264,433",180,40,1795589,NASDAQ Global Select,NASDAQ,17,"30,000,000",F1,17,23.84
10/23/24,FGL,Founder Group Ltd,1304248-110944,45,"$2,182,766.00 ",--,"16,918,750",180,40,1989930,NASDAQ Capital,NASDAQ,4,"1,218,750",F1,17,18.86
3/21/19,LEVI,LEVI STRAUSS & CO,75816-88938,14400,"$6,555,470.00 ","27,206,110","36,666,667",180,40,94845,NYSE,NYSE,17,"36,666,667",S1,17,22.41
11/26/03,OPEN,OPEN SOLUTIONS INC,52469-35162,372,"$1,100,000.00 ","180,000","16,035,328",180,26,873538,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,18.66
2/9/06,MRT,MORTONS RESTAURANT GROUP INC,8312-47567,3948,"$3,000,000.00 ","3,465,000","16,098,500",180,25,883981,NYSE,NYSE,17,"9,465,000",S1,17,17.9
11/7/03,QLTY,QUALITY DISTRIBUTION INC,28364-35197,1156,"$2,200,000.00 ",--,"18,012,311",180,25,922863,NASDAQ National Market,NASDAQ,17,"7,000,000",S1,17,18.75
10/18/06,FMR,FIRST MERCURY FINANCIAL CORP,28649-50111,136,"$2,500,000.00 ",--,"15,874,949",180,26,929186,NYSE,NYSE,17,"9,705,882",S1,17,19.5
8/8/07,MASI,MASIMO CORP,34029-54155,1324,"$3,500,000.00 ","10,416,626","52,816,788",180,26,937556,NASDAQ National Market,NASDAQ,17,"11,916,626",S1,17,20.9
3/2/01,AFCE,"POPEYES LOUISIANA KITCHEN, INC.",41614-11713,12078,"$1,800,000.00 ","6,250,000","29,589,927",180,25,1041379,NASDAQ National Market,NASDAQ,17,"9,375,000",S1,17,20.375
8/8/00,ACPW,P10 Holdings Inc,76141-2629,126,"$1,171,581.00 ",--,"37,662,399",180,27,1044435,NASDAQ National Market,NASDAQ,17,"8,000,000",S1,17,52.75
11/21/03,BWLD,BUFFALO WILD WINGS INC,52300-35389,3187,"$900,000.00 ",--,"7,712,116",180,25,1062449,NASDAQ National Market,NASDAQ,17,"3,000,000",S1,17,22.95
11/6/01,AMGP,AMERIGROUP CORP,76334-2647,1200,"$902,755.00 ",0,"19,182,012",180,27,1064863,NASDAQ National Market,NASDAQ,17,"4,400,000",S1,17,20.9
8/11/09,CPIX,CUMBERLAND PHARMACEUTICALS INC,109945-54387,59,"$3,900,000.00 ",--,"17,091,191",180,27,1087294,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,16.83
4/30/04,INTX,INTERSECTIONS INC,610352-36874,406,"$1,650,000.00 ","3,250,000","16,952,850",180,25,1095277,NASDAQ National Market,NASDAQ,17,"6,250,000",S1,17,24.7
3/24/00,VG,VIASYSTEMS GROUP INC,70777-3165,19550,"$4,500,000.00 ",--,"132,233,472",180,25,1101169,NYSE,NYSE,21,"44,000,000",S1,17,14.85
8/3/00,SGSF,SIGNALSOFT CORP,75239-2482,127,"$935,000.00 ",--,"22,820,752",180,25,1103354,NASDAQ National Market,NASDAQ,17,"4,400,000",S1,17,21.875
8/10/00,LSBC,LARGE SCALE BIOLOGY CORP,74986-2456,128,"$2,005,000.00 ",--,"22,861,166",180,25,1108951,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,21.875
7/13/00,NENG,NETWORK ENGINES INC,75035-2460,141,"$1,008,880.00 ",--,"32,923,629",180,25,1110903,NASDAQ National Market,NASDAQ,17,"6,500,000",S1,17,29
8/8/00,TSYS,TELECOMMUNICATION SYSTEMS INC /FA/,75532-2562,329,"$1,300,000.00 ",--,"23,115,424",180,27,1111665,NASDAQ National Market,NASDAQ,17,"4,700,000",S1,17,25
9/29/00,PRTN,PROTON ENERGY SYSTEMS INC,77013-3574,44,"$1,500,000.00 ",--,"32,014,816",180,25,1114617,NASDAQ National Market,NASDAQ,17,"7,000,000",S1,17,28.625
9/27/00,HYDL,HYDRIL CO,76775-2683,1350,"$1,400,000.00 ","5,176,068","21,702,972",210,26,1116030,NASDAQ National Market,NASDAQ,17,"7,500,000",S1,17,20.375
5/17/06,PNSN,PENSON WORLDWIDE INC,79457-45881,687,"$2,800,596.00 ","1,207,761","23,922,164",180,26,1123541,NASDAQ National Market,NASDAQ,17,"7,465,761",S1,17,19.5
5/21/09,OPEN,OPENTABLE INC,180523-60264,300,"$3,000,000.00 ","1,427,316","21,604,587",180,25,1125914,NASDAQ National Market,NASDAQ,20,"3,000,000",S1,17,18.66
6/21/02,CTMI,CTI MOLECULAR IMAGING INC,106514-29045,629,"$1,800,000.00 ","720,000","40,824,961",180,25,1129552,NASDAQ National Market,NASDAQ,17,"10,720,000",S1,17,19.5
7/22/05,HITT,HITTITE MICROWAVE CORP,180282-44462,195,"$1,525,000.00 ","1,800,000","27,883,985",180,25,1130866,NASDAQ National Market,NASDAQ,17,"4,500,000",S1,17,19.45
10/30/07,GXDX,GENOPTIX INC,128630-55578,120,"$2,085,710.00 ","714,286","15,619,290",180,27,1138412,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,25.35
10/25/01,CCRN,CROSS COUNTRY HEALTHCARE INC,88446-14158,5675,"$2,500,000.00 ",--,"31,020,046",180,25,1141103,NASDAQ National Market,NASDAQ,17,"7,812,500",S1,17,20.37
11/13/01,AHS,AMN HEALTHCARE SERVICES INC,88609-14207,747,"$4,084,000.00 ",--,"40,789,770",180,27,1142750,NYSE,NYSE,17,"10,000,000",S1,17,21.66
11/15/01,DJO,"DJO Opco Holdings, Inc.",90052-14698,1130,"$3,700,000.00 ","1,200,000","17,855,566",180,25,1157972,NYSE,NYSE,17,"9,000,000",S1,17,15.25
10/10/03,DNET,DIGITALNET HOLDINGS INC,146744-34886,1650,"$1,752,353.00 ",--,"15,473,601",180,25,1160241,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,20.96
6/28/02,MTCT,MTC TECHNOLOGIES INC,108995-29475,1007,"$1,400,000.00 ","2,500,000","12,387,482",180,25,1172243,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,18.8
7/25/07,BLOG,"BladeLogic, Inc.",113474-54031,256,"$2,200,000.00 ","1,060,000","25,905,010",180,26,1175685,NASDAQ National Market,NASDAQ,17,"5,000,000",S1,17,25.07
7/19/12,FIVE,"FIVE BELOW, INC",373747-69679,2960,"$4,000,000.00 ","4,807,692","53,964,948",180,40,1177609,NASDAQ National Market,NASDAQ,17,"9,615,384",S1,17,26.5
